TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3201671827,1259752
1p80LdxRV74UKvL8gnD7ky,2311523823,1049080
55n9yjI6qqXh5F2mYvUc2y,2051990086,684033
0V3wPSX9ygBnCm8psDIegu,1952268657,516471
1dGr1c8CrMLDpV6mPbImSI,1951512636,738705
4R2kfaDFhslZEMJqAFNpdd,1877942439,856158
5xTtaWoae3wi06K5WfVUUH,1794679146,682075
3hUxzQpSfdDqwM3ZTFQY0K,1702131540,712925
4lIxdJw6W3Fg4vUIYCB0S5,1615841705,1151499
1R0a2iXumgCiFb7HEZ7gUE,1537251155,604924
1P17dC1amhFzptugyAO7Il,1399160941,306730
6NFyWDv5CjfwuzoCkw47Xf,1273222633,459470
5enxwA8aAbwZbf5qCHORXi,1144545645,525916
59HjlYCeBsxdI0fcm3zglw,1137277182,343455
6YvqWjhGD8mB5QXcbcUKtx,1124306081,594528
6RRNNciQGZEXnqk8SQ9yv5,1111232556,219124
2OzhQlSqBEmt7hmkYxfT6m,1094876781,705951
1vrd6UOGamcKNGnSHJQlSt,1080420039,396236
2o2IVjuqRkR9hJxtPjtAP0,1062032674,457307
2gVhfX2Gy1T9kDuS9azrF7,1056304585,296880
4pvb0WLRcMtbPGmtejJJ6y,1036237878,509152
1qrpoAMXodY6895hGKoUpA,1030168945,561167
7KokYm8cMIXCsGVmUvKtqf,990082101,293034
5lg33MHs1BoUtJVClw8ZpI,986081272,268281
27exgla7YBw9DUNNcTIpjy,984652302,376245
2yLa0QULdQr0qAIvVwN6B5,984053420,375730
3RauEVgRgj1IuWdJ9fDs70,981301683,265160
2Rk4JlNc2TPmZe2af99d45,965238620,138702
0VE4kBnHJUgtMf0dy6DRmW,881962848,337018
5jQI2r1RdgtuT8S3iG8zFC,870312872,192833
3rWDp9tBPQR9z6U5YyRSK4,829545845,250759
4D7BCuvgdJlYvlX5WlN54t,827185291,375199
1dosSsKwYF7hoQA2kuu6wI,827099902,6612004
4y5bvROuBDPr5fuwXbIBZR,811639656,231390
1gcyHQpBQ1lfXGdhZmWrHP,802505466,295192
1MgV7FIyNxIG7WzMRJV5HC,796880129,466305
3GCL1PydwsLodcpv0Ll1ch,790658260,284633
7AEAGTc8cReDqcbPoY9gwo,782124044,199851
4q5YezDOIPcoLr8R81x9qy,777020224,462910
0Jlcvv8IykzHaSmj49uNW8,747126142,296415
1ZY1PqizIl78geGM4xWlEA,726067328,158625
273dCMFseLcVsoSWx59IoE,721055268,213894
3qoftcUZaUOncvIYjFSPdE,695327664,204660
1fzAuUVbzlhZ1lJAx9PtY6,661376681,510837
