TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3140803978,1100527
1p80LdxRV74UKvL8gnD7ky,2257779754,1038379
55n9yjI6qqXh5F2mYvUc2y,2015249034,777410
0V3wPSX9ygBnCm8psDIegu,1926748608,448064
1dGr1c8CrMLDpV6mPbImSI,1912719121,732806
4R2kfaDFhslZEMJqAFNpdd,1831326226,992562
5xTtaWoae3wi06K5WfVUUH,1758443078,624012
3hUxzQpSfdDqwM3ZTFQY0K,1663195637,819557
4lIxdJw6W3Fg4vUIYCB0S5,1565408469,952359
1R0a2iXumgCiFb7HEZ7gUE,1508013695,591011
1P17dC1amhFzptugyAO7Il,1383305358,305470
6NFyWDv5CjfwuzoCkw47Xf,1249962164,473201
59HjlYCeBsxdI0fcm3zglw,1120619326,334216
5enxwA8aAbwZbf5qCHORXi,1117632591,500025
6RRNNciQGZEXnqk8SQ9yv5,1100826061,194891
6YvqWjhGD8mB5QXcbcUKtx,1095693928,549830
0kN3oXYWWAk1uC0y2WoyOE,1061461226,334189
2OzhQlSqBEmt7hmkYxfT6m,1059471624,631480
2gVhfX2Gy1T9kDuS9azrF7,1041129017,298432
2o2IVjuqRkR9hJxtPjtAP0,1037967200,448952
4pvb0WLRcMtbPGmtejJJ6y,1009276438,516117
1qrpoAMXodY6895hGKoUpA,1002112611,507821
7KokYm8cMIXCsGVmUvKtqf,975804884,281517
5lg33MHs1BoUtJVClw8ZpI,970565647,281446
3RauEVgRgj1IuWdJ9fDs70,969111487,222446
2yLa0QULdQr0qAIvVwN6B5,966223128,323585
27exgla7YBw9DUNNcTIpjy,965266999,342058
2Rk4JlNc2TPmZe2af99d45,958412530,144644
0VE4kBnHJUgtMf0dy6DRmW,865004181,353636
5jQI2r1RdgtuT8S3iG8zFC,860777112,179591
3rWDp9tBPQR9z6U5YyRSK4,817635586,219564
4D7BCuvgdJlYvlX5WlN54t,807474700,393733
4y5bvROuBDPr5fuwXbIBZR,799976719,228428
1gcyHQpBQ1lfXGdhZmWrHP,787189091,274745
3as6Wz3mwbTnusWhZjTUNr,775660062,256810
1MgV7FIyNxIG7WzMRJV5HC,772400547,488776
1OYARuagDrpgNNQ4loO1Cs,772127876,180706
4q5YezDOIPcoLr8R81x9qy,752442399,509196
0Jlcvv8IykzHaSmj49uNW8,730746304,344652
1ZY1PqizIl78geGM4xWlEA,717703043,149011
273dCMFseLcVsoSWx59IoE,709580843,205991
3qoftcUZaUOncvIYjFSPdE,684921332,219005
1fzAuUVbzlhZ1lJAx9PtY6,637013714,458759
2x0WlnmfG39ZuDmstl9xfX,601095627,138198
3eX0NZfLtGzoLUxPNvRfqm,581289547,239507
2NmsngXHeC1GQ9wWrzhOMf,579009870,273373
6IG3sQ8s9nfk6TUlVzRhbN,558972655,144622
4svZDCRz4cJoneBpjpx8DJ,555037159,133368
22bPsP2jCgbLUvh82U0Z3M,551549879,242903
0ZNU020wNYvgW84iljPkPP,546491344,229672
1GwMQaZz6Au3QLDbjbMdme,540411770,289086
7kt9e9LFSpN1zQtYEl19o1,539537644,253910
214nt20w5wOxJnY462klLw,526182614,307449
3pHkh7d0lzM2AldUtz2x37,523696487,187763
1wtOxkiel43cVs0Yux5Q4h,505529787,113401
0W0iAC1VGlB82PI6elxFYf,502900633,396391
1xwAWUI6Dj0WGC3KiUPN0O,496381365,106146
6oVxXO5oQ4pTpO8RSnkzvv,496180674,663617
6VsvKPJ4xjVNKpI8VVZ3SV,492883046,242348
1SymEzIT3H8UZfibCs3TYi,486109374,162854
2F3N9tdombb64aW6VtZOdo,485063898,256446
6AtZLIzUINvExIUy4QhdjP,482979215,108599
7lxADouiWFkwR7ZV2GKUcH,474850885,177944
3sW3oSbzsfecv9XoUdGs7h,472951269,274982
