TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3123968448,1083277
1p80LdxRV74UKvL8gnD7ky,2242141496,989930
55n9yjI6qqXh5F2mYvUc2y,2004255085,757765
0V3wPSX9ygBnCm8psDIegu,1919925499,466255
1dGr1c8CrMLDpV6mPbImSI,1900903612,732651
4R2kfaDFhslZEMJqAFNpdd,1816228920,1004691
5xTtaWoae3wi06K5WfVUUH,1748407835,625753
3hUxzQpSfdDqwM3ZTFQY0K,1650659096,849453
4lIxdJw6W3Fg4vUIYCB0S5,1552046001,835105
1R0a2iXumgCiFb7HEZ7gUE,1499322059,561789
1P17dC1amhFzptugyAO7Il,1377931460,354488
6NFyWDv5CjfwuzoCkw47Xf,1242923608,469895
59HjlYCeBsxdI0fcm3zglw,1115601246,317386
5enxwA8aAbwZbf5qCHORXi,1110132179,505327
6RRNNciQGZEXnqk8SQ9yv5,1097778088,203950
6YvqWjhGD8mB5QXcbcUKtx,1087601085,525351
1D4PL9B8gOg78jiHg3FvBb,1056097355,330122
2OzhQlSqBEmt7hmkYxfT6m,1049853607,665930
2gVhfX2Gy1T9kDuS9azrF7,1036500841,294563
2o2IVjuqRkR9hJxtPjtAP0,1030284625,460238
4pvb0WLRcMtbPGmtejJJ6y,1000986655,591436
1qrpoAMXodY6895hGKoUpA,994126043,504894
7KokYm8cMIXCsGVmUvKtqf,971548010,292133
5lg33MHs1BoUtJVClw8ZpI,966313740,255508
3RauEVgRgj1IuWdJ9fDs70,965716336,204724
2yLa0QULdQr0qAIvVwN6B5,960859472,384424
27exgla7YBw9DUNNcTIpjy,959422028,367792
2Rk4JlNc2TPmZe2af99d45,956405560,126231
0VE4kBnHJUgtMf0dy6DRmW,859463555,376384
5jQI2r1RdgtuT8S3iG8zFC,857829939,208337
3rWDp9tBPQR9z6U5YyRSK4,814283425,232940
4D7BCuvgdJlYvlX5WlN54t,801456981,451602
4y5bvROuBDPr5fuwXbIBZR,796548652,220547
1gcyHQpBQ1lfXGdhZmWrHP,782980598,268496
1GEBsLDvJGw7kviySRI6GX,771273670,279930
7AEAGTc8cReDqcbPoY9gwo,769165736,180074
1MgV7FIyNxIG7WzMRJV5HC,764778232,558209
4q5YezDOIPcoLr8R81x9qy,744149417,542599
0Jlcvv8IykzHaSmj49uNW8,725584290,386737
1ZY1PqizIl78geGM4xWlEA,715280205,168022
273dCMFseLcVsoSWx59IoE,706074442,237664
3qoftcUZaUOncvIYjFSPdE,681688370,232160
1fzAuUVbzlhZ1lJAx9PtY6,629782798,484580
2x0WlnmfG39ZuDmstl9xfX,598844869,145838
3eX0NZfLtGzoLUxPNvRfqm,577487468,289655
2NmsngXHeC1GQ9wWrzhOMf,575183587,227241
6IG3sQ8s9nfk6TUlVzRhbN,556545065,169490
4svZDCRz4cJoneBpjpx8DJ,552674969,156502
22bPsP2jCgbLUvh82U0Z3M,547818836,252891
0ZNU020wNYvgW84iljPkPP,542855279,292757
1GwMQaZz6Au3QLDbjbMdme,535851501,317212
7kt9e9LFSpN1zQtYEl19o1,535514240,242347
214nt20w5wOxJnY462klLw,521437953,340270
3pHkh7d0lzM2AldUtz2x37,520666073,205238
1wtOxkiel43cVs0Yux5Q4h,503757814,124598
0W0iAC1VGlB82PI6elxFYf,497072618,340518
1xwAWUI6Dj0WGC3KiUPN0O,494672731,120646
6VsvKPJ4xjVNKpI8VVZ3SV,489135833,271167
6oVxXO5oQ4pTpO8RSnkzvv,485451891,763407
1SymEzIT3H8UZfibCs3TYi,483685309,138613
2F3N9tdombb64aW6VtZOdo,481187096,217379
6AtZLIzUINvExIUy4QhdjP,481140228,114265
5l6GqSxplqnZbLg0LTPQeG,472214395,171615
3sW3oSbzsfecv9XoUdGs7h,468640348,271616
3zwMVvkBe2qIKDObWgXw4N,461321901,294001
17yraMKqmZIKAv3iaGcoLX,461216529,114674
5YqltLsjdqFtvqE7Nrysvs,456835692,128911
2CYVETnhM9aytqrazYYwrK,451558026,122446
2P5gfMtCcKP0CkmgqFMyPg,447079632,98763
2Eeur20xVqfUoM3Q7EFPFt,440989761,121424
7FmYn9e7KHMXcxqGSj9LjH,438793800,146398
7qGr3rjRhndRIpFUA5f2HJ,437939268,147235
5kI4eCXXzyuIUXjQra0Cxi,437807020,114157
77sMIMlNaSURUAXq5coCxE,432445822,150398
12M5uqx0ZuwkpLp5rJim1a,424423307,161420
1LLXZFeAHK9R4xUramtUKw,414024764,136662
0CD7DzeCsuPJygddqlUVYa,413828511,197855
6lCvK2AR2uOKkVFCVlAzzm,411758983,154140
5QUIK7ZtziW8kGWo8RqopF,408567252,133352
4OAuvHryIVv4kMDNSLuPt6,407812260,281603
36t6frENUtCYKuZus6aYDO,398839701,194630
43rA71bccXFGD4C8GOpIlN,397679461,224827
3yII7UwgLF6K5zW3xad3MP,390416243,114336
3Vevii7qKqrmW8CcyzBHDl,389306665,191291
6KJqZcs9XDgVck7Lg9QOTC,388425907,127136
3Vpk1hfMAQme8VJ0SNRSkd,382771995,272348
2XXwLdtuAcE0HSCu61ijAb,370605337,184244
0A1JLUlkZkp2EFrosoNQi0,369644760,176515
2VuqMjgoKaOHNM8HpxtXKx,358718918,133208
3CWq0pAKKTWb0K4yiglDc4,355160860,184249
2dgFqt3w9xIQRjhPtwNk3D,355089206,118202
5OndtwLGA9O6XHFcGm2H7r,353818585,77399
3nsfB1vus2qaloUdcBZvDu,352949052,171221
0heeNYlwOGuUSe7TgUD27B,350535704,95808
7HuBDWi18s4aJM8UFnNheH,350374848,115475
0wavGRldH0AWyu2zvTz8zb,349534361,146413
7Mts0OfPorF4iwOomvfqn1,348598274,391124
5og4Qzt92jJzVDkOtSEilb,347558976,153812
3Dby3p1m6IOZn2gIIqECgK,345743301,105895
4txojlesMFQZGWxwz2EeqB,345123676,133350
4WBEj8TeGtRPNJdOmT3WJW,343677804,172206
5hQSXkFgbxjZo9uCwd11so,337997698,319225
6uwfVkaOM1mcMkFmSn35ix,335374145,103265
2YWtcWi3a83pdEg3Gif4Pd,333907688,85566
0108kcWLnn2HlH2kedi1gn,332710215,200797
1dosSsKwYF7hoQA2kuu6wI,331578555,8513787
5kHMfzgLZP95O9NBy0ku4v,327883051,86681
6sQckd3Z8NPxVVKUnavY1F,325073291,109569
7I7JbDv63ZJJsSi24DyJrz,323581366,103611
3i9UVldZOE0aD0JnyfAZZ0,323527595,53643
6RSG1dKPV5gEvILwJb4QtS,317117124,350699
0qAIiGFKLdV1xpNlEhjpq8,316720089,70319
2v1ivOOsgn64g5OywuH55L,309735057,170487
3NMrVbIVWT3fPXBj0rNDKG,307193949,141180
3ZVFcD8Wlw9T9klGqmJf9F,303415916,129270
4NAmRvqSITAAzKWnC8yRq3,302969525,73579
5uICWmZTLkpEVbK22PBP6e,296765172,155289
4V9NuhKQcUFt4cgbynHV79,284738902,69134
01K4zKU104LyJ8gMb7227B,283647212,110725
6Wlq9rqkxrqj5Kls4Kw14H,281654953,144089
6qnM0XXPZOINWA778uNqQ9,281644608,101124
79uDOz0zuuWS7HWxzMmTa2,280021160,112265
60hGQrn24APqEFSLObLeDc,275664204,83328
43Ykum9T72UOPhBN31grpN,273353365,107874
07NxDD1iKCHbAldceD7QLP,272826872,63935
4zmKGsrXjLmljb5fTaBTot,271507101,137702
4CkgMiMqZ5JzW9iYXSTMTL,270644357,98153
