TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3114414862,962363
1p80LdxRV74UKvL8gnD7ky,2233160029,861576
55n9yjI6qqXh5F2mYvUc2y,1997804794,634341
0V3wPSX9ygBnCm8psDIegu,1915862788,383940
1dGr1c8CrMLDpV6mPbImSI,1894193358,713811
4R2kfaDFhslZEMJqAFNpdd,1806798051,946469
5xTtaWoae3wi06K5WfVUUH,1742617068,586470
3hUxzQpSfdDqwM3ZTFQY0K,1642936546,826235
4lIxdJw6W3Fg4vUIYCB0S5,1544633222,779727
1R0a2iXumgCiFb7HEZ7gUE,1494048017,533286
1P17dC1amhFzptugyAO7Il,1374896899,312103
6NFyWDv5CjfwuzoCkw47Xf,1238740626,402831
59HjlYCeBsxdI0fcm3zglw,1112838359,269193
5enxwA8aAbwZbf5qCHORXi,1105662622,461289
6RRNNciQGZEXnqk8SQ9yv5,1096031503,174431
6YvqWjhGD8mB5QXcbcUKtx,1082827523,523910
1D4PL9B8gOg78jiHg3FvBb,1053069160,317681
2OzhQlSqBEmt7hmkYxfT6m,1044053977,560431
2gVhfX2Gy1T9kDuS9azrF7,1033842719,263919
2o2IVjuqRkR9hJxtPjtAP0,1026086191,442211
4pvb0WLRcMtbPGmtejJJ6y,995768305,541443
1qrpoAMXodY6895hGKoUpA,989454663,505184
7KokYm8cMIXCsGVmUvKtqf,968881175,264389
5lg33MHs1BoUtJVClw8ZpI,963912269,276806
3RauEVgRgj1IuWdJ9fDs70,963738527,198125
2yLa0QULdQr0qAIvVwN6B5,957608725,304550
27exgla7YBw9DUNNcTIpjy,955770162,371381
2Rk4JlNc2TPmZe2af99d45,955217179,121470
5jQI2r1RdgtuT8S3iG8zFC,855943737,183041
0VE4kBnHJUgtMf0dy6DRmW,855872686,405772
3rWDp9tBPQR9z6U5YyRSK4,812212646,197319
4D7BCuvgdJlYvlX5WlN54t,797371260,382723
4y5bvROuBDPr5fuwXbIBZR,794580671,215777
1gcyHQpBQ1lfXGdhZmWrHP,780555872,265462
1GEBsLDvJGw7kviySRI6GX,768802816,254114
7AEAGTc8cReDqcbPoY9gwo,767521691,177174
1MgV7FIyNxIG7WzMRJV5HC,760129420,461842
4q5YezDOIPcoLr8R81x9qy,738722462,584806
0Jlcvv8IykzHaSmj49uNW8,722292722,330886
1ZY1PqizIl78geGM4xWlEA,713804511,155343
273dCMFseLcVsoSWx59IoE,703990626,205793
3qoftcUZaUOncvIYjFSPdE,679502736,187246
1fzAuUVbzlhZ1lJAx9PtY6,625407716,470661
2x0WlnmfG39ZuDmstl9xfX,597557227,136029
3eX0NZfLtGzoLUxPNvRfqm,574885223,231456
2NmsngXHeC1GQ9wWrzhOMf,572921127,238020
6IG3sQ8s9nfk6TUlVzRhbN,555039347,144428
4svZDCRz4cJoneBpjpx8DJ,551304116,140036
22bPsP2jCgbLUvh82U0Z3M,545491358,253735
0ZNU020wNYvgW84iljPkPP,540564261,232282
7kt9e9LFSpN1zQtYEl19o1,533180650,250067
1GwMQaZz6Au3QLDbjbMdme,533135364,275331
3pHkh7d0lzM2AldUtz2x37,518912551,191054
214nt20w5wOxJnY462klLw,518207837,310427
1wtOxkiel43cVs0Yux5Q4h,502615492,103415
0W0iAC1VGlB82PI6elxFYf,493827101,320935
1xwAWUI6Dj0WGC3KiUPN0O,493583657,97368
6VsvKPJ4xjVNKpI8VVZ3SV,486772382,218198
1SymEzIT3H8UZfibCs3TYi,482444128,148567
6AtZLIzUINvExIUy4QhdjP,480070074,112759
6oVxXO5oQ4pTpO8RSnkzvv,478872587,654855
2F3N9tdombb64aW6VtZOdo,478753894,298204
5l6GqSxplqnZbLg0LTPQeG,470671299,165550
3sW3oSbzsfecv9XoUdGs7h,466136823,254067
17yraMKqmZIKAv3iaGcoLX,460215436,99602
3zwMVvkBe2qIKDObWgXw4N,458825039,261040
5YqltLsjdqFtvqE7Nrysvs,455719357,117080
2CYVETnhM9aytqrazYYwrK,450501753,105077
2P5gfMtCcKP0CkmgqFMyPg,446154226,92741
2Eeur20xVqfUoM3Q7EFPFt,439867064,114624
7FmYn9e7KHMXcxqGSj9LjH,437339380,129202
5kI4eCXXzyuIUXjQra0Cxi,436816929,101526
7qGr3rjRhndRIpFUA5f2HJ,436646702,138021
77sMIMlNaSURUAXq5coCxE,431013623,166999
12M5uqx0ZuwkpLp5rJim1a,423005658,142809
1LLXZFeAHK9R4xUramtUKw,412802519,128579
0CD7DzeCsuPJygddqlUVYa,412059804,185204
6lCvK2AR2uOKkVFCVlAzzm,410285907,148980
5QUIK7ZtziW8kGWo8RqopF,407278983,131247
4OAuvHryIVv4kMDNSLuPt6,405527631,228659
36t6frENUtCYKuZus6aYDO,397089573,171079
43rA71bccXFGD4C8GOpIlN,396188552,122208
3yII7UwgLF6K5zW3xad3MP,389357879,109096
3Vevii7qKqrmW8CcyzBHDl,387503508,184731
6KJqZcs9XDgVck7Lg9QOTC,387261933,120552
3Vpk1hfMAQme8VJ0SNRSkd,380379250,222592
2XXwLdtuAcE0HSCu61ijAb,368297840,244989
0A1JLUlkZkp2EFrosoNQi0,367949442,171420
