TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3155408921,897551
1p80LdxRV74UKvL8gnD7ky,2271738106,867854
55n9yjI6qqXh5F2mYvUc2y,2024688939,590757
0V3wPSX9ygBnCm8psDIegu,1932853164,465115
1dGr1c8CrMLDpV6mPbImSI,1922763170,662112
4R2kfaDFhslZEMJqAFNpdd,1844317130,985799
5xTtaWoae3wi06K5WfVUUH,1767382484,557977
3hUxzQpSfdDqwM3ZTFQY0K,1674074951,809552
4lIxdJw6W3Fg4vUIYCB0S5,1577345408,737270
1R0a2iXumgCiFb7HEZ7gUE,1515301732,452716
1P17dC1amhFzptugyAO7Il,1387180853,257424
6NFyWDv5CjfwuzoCkw47Xf,1255557963,347239
59HjlYCeBsxdI0fcm3zglw,1124960013,277600
5enxwA8aAbwZbf5qCHORXi,1124123232,435830
6RRNNciQGZEXnqk8SQ9yv5,1103283307,167046
6YvqWjhGD8mB5QXcbcUKtx,1102785342,451030
2OzhQlSqBEmt7hmkYxfT6m,1067895450,560284
0kN3oXYWWAk1uC0y2WoyOE,1066250660,328306
2gVhfX2Gy1T9kDuS9azrF7,1045034637,255509
2o2IVjuqRkR9hJxtPjtAP0,1044034269,441518
4pvb0WLRcMtbPGmtejJJ6y,1016242756,462723
1qrpoAMXodY6895hGKoUpA,1008715437,414194
7KokYm8cMIXCsGVmUvKtqf,979231058,214739
5lg33MHs1BoUtJVClw8ZpI,974366984,249438
3RauEVgRgj1IuWdJ9fDs70,971919172,218316
2yLa0QULdQr0qAIvVwN6B5,970324390,262664
27exgla7YBw9DUNNcTIpjy,969802561,300100
2Rk4JlNc2TPmZe2af99d45,960131765,111173
0VE4kBnHJUgtMf0dy6DRmW,869204970,251997
5jQI2r1RdgtuT8S3iG8zFC,863129226,159049
3rWDp9tBPQR9z6U5YyRSK4,820499719,202456
4D7BCuvgdJlYvlX5WlN54t,812601572,372267
4y5bvROuBDPr5fuwXbIBZR,802888131,189513
1gcyHQpBQ1lfXGdhZmWrHP,791063231,293325
3as6Wz3mwbTnusWhZjTUNr,779416216,248835
1MgV7FIyNxIG7WzMRJV5HC,778550795,358206
1OYARuagDrpgNNQ4loO1Cs,774566262,170413
4q5YezDOIPcoLr8R81x9qy,758941972,351394
0Jlcvv8IykzHaSmj49uNW8,735252291,324316
1ZY1PqizIl78geGM4xWlEA,719680073,138761
273dCMFseLcVsoSWx59IoE,712521670,191294
3qoftcUZaUOncvIYjFSPdE,687684422,214138
1fzAuUVbzlhZ1lJAx9PtY6,643293475,496718
2x0WlnmfG39ZuDmstl9xfX,602791706,117874
3eX0NZfLtGzoLUxPNvRfqm,584324547,235045
2NmsngXHeC1GQ9wWrzhOMf,582398233,232127
6IG3sQ8s9nfk6TUlVzRhbN,560842775,130578
4svZDCRz4cJoneBpjpx8DJ,556762575,130806
1dosSsKwYF7hoQA2kuu6wI,554581125,6856770
22bPsP2jCgbLUvh82U0Z3M,554575833,192985
0ZNU020wNYvgW84iljPkPP,549454051,202828
1GwMQaZz6Au3QLDbjbMdme,544108816,227055
7kt9e9LFSpN1zQtYEl19o1,542837797,192557
214nt20w5wOxJnY462klLw,529143092,158967
3pHkh7d0lzM2AldUtz2x37,526238637,158231
0W0iAC1VGlB82PI6elxFYf,508170071,367426
1wtOxkiel43cVs0Yux5Q4h,507032401,107458
6oVxXO5oQ4pTpO8RSnkzvv,504266566,568329
1xwAWUI6Dj0WGC3KiUPN0O,497764778,97525
6VsvKPJ4xjVNKpI8VVZ3SV,496150533,227482
2F3N9tdombb64aW6VtZOdo,488560397,250407
1SymEzIT3H8UZfibCs3TYi,487924242,114621
6AtZLIzUINvExIUy4QhdjP,484671921,187552
7lxADouiWFkwR7ZV2GKUcH,477341925,194658
3sW3oSbzsfecv9XoUdGs7h,476610750,231479
3zwMVvkBe2qIKDObWgXw4N,468851454,249531
17yraMKqmZIKAv3iaGcoLX,464322516,100974
5YqltLsjdqFtvqE7Nrysvs,460430121,115951
2CYVETnhM9aytqrazYYwrK,454892693,112194
2P5gfMtCcKP0CkmgqFMyPg,449884715,85347
